species_id	genome_id	genome_name	taxon_id	kingdom	phylum	class	order	family	genus	species	taxon_lineage_ids	taxon_lineage_names
Ralstonia_solanacearum_62343	859657.5	Ralstonia solanacearum PSI07	859657	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	131567;2;1224;28216;80840;119060;48736;305;859657	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia solanacearum;Ralstonia solanacearum PSI07
Loktanella_vestfoldensis_58918	1122181.3	Loktanella vestfoldensis DSM 16212	1122181	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	Loktanella vestfoldensis	131567;2;1224;28211;204455;31989;245186;245188;1122181	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;Loktanella vestfoldensis;Loktanella vestfoldensis DSM 16212
Longispora_albida_58919	1122182.3	Longispora albida DSM 44784	1122182	Bacteria	Actinobacteria	Actinobacteridae	Micromonosporineae	Micromonosporaceae	Longispora	Longispora albida	131567;2;201174;1760;85003;2037;85008;28056;203522;203523;1122182	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Longispora;Longispora albida;Longispora albida DSM 44784
Gemmatimonadetes_bacterium_62346	861299.3	Gemmatimonadetes bacterium KBS708	861299	Bacteria	Gemmatimonadetes	Gemmatimonadetes				Gemmatimonadetes bacterium KBS708	131567;2;142182;219685;234665;861299	cellular organisms;Bacteria;Gemmatimonadetes;Gemmatimonadetes;unclassified Gemmatimonadetes;Gemmatimonadetes bacterium KBS708
Arthrobacter_arilaitensis_62347	861360.3	Arthrobacter arilaitensis Re117	861360	Bacteria	Actinobacteria	Actinobacteridae	Micrococcineae	Micrococcaceae	Arthrobacter	Arthrobacter arilaitensis	131567;2;201174;1760;85003;2037;85006;1268;1663;256701;861360	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter;Arthrobacter arilaitensis;Arthrobacter arilaitensis Re117
Acanthamoeba_endosymbiont_62344	86105.3	endosymbiont of Acanthamoeba sp. UWC36	86105	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Holosporaceae		endosymbiont of Acanthamoeba sp. UWC36	131567;2;1224;28211;766;44746;204454;86105	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Holosporaceae;unclassified Holosporaceae;endosymbiont of Acanthamoeba sp. UWC36
Acanthamoeba_endosymbiont_62345	86106.3	endosymbiont of Acanthamoeba sp. UWC8	86106	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Holosporaceae		endosymbiont of Acanthamoeba sp. UWC8	131567;2;1224;28211;766;44746;204454;86106	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Holosporaceae;unclassified Holosporaceae;endosymbiont of Acanthamoeba sp. UWC8
Leptotrichia_shahii_58912	1122172.3	Leptotrichia shahii DSM 19757	1122172	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia shahii	131567;2;32066;203490;203491;1129771;32067;157691;1122172	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;Leptotrichia shahii;Leptotrichia shahii DSM 19757
Leptotrichia_trevisanii_58913	1122173.3	Leptotrichia trevisanii DSM 22070	1122173	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia trevisanii	131567;2;32066;203490;203491;1129771;32067;109328;1122173	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;Leptotrichia trevisanii;Leptotrichia trevisanii DSM 22070
Legionella_shakespearei_58910	1122169.3	Legionella shakespearei DSM 23087	1122169	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella shakespearei	131567;2;1224;1236;118969;444;445;45075;1122169	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella shakespearei;Legionella shakespearei DSM 23087
Fusobacterium_sp_62349	861452.3	Fusobacterium sp. oral taxon 370 str. F0437	861452	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. oral taxon 370	131567;2;32066;203490;203491;203492;848;712288;861452	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium sp. oral taxon 370;Fusobacterium sp. oral taxon 370 str. F0437
Lewinella_persica_58916	1122179.3	Lewinella persica DSM 23188	1122179	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Lewinella	Lewinella persica	131567;2;68336;976;117747;200666;89374;70994;70998;1122179	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Lewinella;Lewinella persica;Lewinella persica DSM 23188
Loktanella_hongkongensis_58917	1122180.3	Loktanella hongkongensis DSM 17492	1122180	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	Loktanella hongkongensis	131567;2;1224;28211;204455;31989;245186;278132;1122180	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;Loktanella hongkongensis;Loktanella hongkongensis DSM 17492
Leucobacter_chironomi_58914	1122175.4	Leucobacter chironomi DSM 19883	1122175	Bacteria	Actinobacteria	Actinobacteridae	Micrococcineae	Microbacteriaceae	Leucobacter	Leucobacter chironomi	131567;2;201174;1760;85003;2037;85006;85023;55968;491918;1122175	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Leucobacter;Leucobacter chironomi;Leucobacter chironomi DSM 19883
Lewinella_cohaerens_58915	1122176.3	Lewinella cohaerens DSM 23179	1122176	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Lewinella	Lewinella cohaerens	131567;2;68336;976;117747;200666;89374;70994;70995;1122176	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Lewinella;Lewinella cohaerens;Lewinella cohaerens DSM 23179
Hydrogenophaga_intermedia_48029	795665.3	Hydrogenophaga sp. PBC	795665	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga sp. PBC	131567;2;1224;28216;80840;80864;47420;795665	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga sp. PBC
Bradyrhizobium_oligotrophicum_59759	1245469.3	Bradyrhizobium oligotrophicum S58	1245469	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium oligotrophicum	131567;2;1224;28211;356;41294;374;44255;1245469	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium oligotrophicum;Bradyrhizobium oligotrophicum S58
Magnetospirillum_sp_59758	1244869.3	Magnetospirillum sp. SO-1	1244869	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum sp. SO-1	131567;2;1224;28211;204441;41295;13134;1244869	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum sp. SO-1
Campylobacter_concisus_59753	1243032.3	Campylobacter concisus ATCC 51561	1243032	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus	131567;2;1224;68525;29547;213849;72294;194;199;1243032	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter concisus;Campylobacter concisus ATCC 51561
Ehrlichia_mineirensis_59752	1242993.3	Ehrlichia mineirensis UFMG-EV	1242993	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia mineirensis	131567;2;1224;28211;766;942;943;106178;1242993	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;canis group;Ehrlichia mineirensis
Leptospira_sp_59751	1242992.3	Leptospira sp. B5-022	1242992	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	Leptospira sp. B5-022	131567;2;203691;203692;136;170;171;1242992	cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Leptospiraceae;Leptospira;Leptospira sp. B5-022
Campylobacter_concisus_59750	1242969.3	Campylobacter concisus ATCC 51562	1242969	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus	131567;2;1224;68525;29547;213849;72294;194;199;1242969	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter concisus;Campylobacter concisus ATCC 51562
Campylobacter_sp_59757	1244531.3	Campylobacter sp. 1485E	1244531	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter iguaniorum	131567;2;1224;68525;29547;213849;72294;194;1244531	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter iguaniorum
Campylobacter_showae_59756	1244083.3	Campylobacter showae CSUNSWCD	1244083	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter showae	131567;2;1224;68525;29547;213849;72294;194;204;1244083	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter showae;Campylobacter showae CSUNSWCD
Bacillus_sp_59755	1243664.3	Bacillus sp. G2(2012b)	1243664	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. G2(2012b)	131567;2;1239;91061;1385;186817;1386;1243664	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. G2(2012b)
Paenibacillus_sp_59754	1243662.3	Paenibacillus sp. G1	1243662	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. G1	131567;2;1239;91061;1385;186822;44249;1243662	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. G1
Pseudomonas_brassicacearum_57978	1038923.3	Pseudomonas fluorescens Q8r1-96	1038923	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	131567;2;1224;1236;72274;135621;286;136843;294;1038923	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens group;Pseudomonas fluorescens;Pseudomonas fluorescens Q8r1-96
Marinobacter_hydrocarbonoclasticus_57973	2743.3	Marinobacter hydrocarbonoclasticus ATCC 49840	1163748	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter hydrocarbonoclasticus	131567;2;1224;1236;135622;72275;2742;2743;1163748	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter;Marinobacter hydrocarbonoclasticus;Marinobacter hydrocarbonoclasticus ATCC 49840
Thioalkalivibrio_sp_57972	1158162.3	Thioalkalivibrio sp. ALgr5	1158162	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio sp. ALgr5	131567;2;1224;1236;135613;72276;106633;1158162	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio;Thioalkalivibrio sp. ALgr5
Paracoccus_sp_57975	1525717.3	Paracoccus sp. 5503	1525717	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus sp. 5503	131567;2;1224;28211;204455;31989;265;1525717	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus sp. 5503
Pseudomonas_fulva_57974	1215102.4	Pseudomonas fulva NBRC 16637 = DSM 17717	1215102	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fulva	131567;2;1224;1236;72274;135621;286;136845;47880;1215102	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas fulva;Pseudomonas fulva NBRC 16637 = DSM 17717
Vibrio_coralliilyticus_57977	909421.4	Vibrio coralliilyticus P1	909421	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio coralliilyticus	131567;2;1224;1236;135623;641;662;190893;909421	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio coralliilyticus;Vibrio coralliilyticus P1
Streptococcus_suis_59537	1214209.3	Streptococcus suis YS56	1214209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	131567;2;1239;91061;186826;1300;1301;1307;1214209	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis;Streptococcus suis YS56
Streptococcus_suis_59536	1214208.3	Streptococcus suis YS54-2	1214208	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	131567;2;1239;91061;186826;1300;1301;1307;1214208	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis;Streptococcus suis YS54
Streptococcus_suis_59535	1214204.3	Streptococcus suis YS46	1214204	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	131567;2;1239;91061;186826;1300;1301;1307;1214204	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis;Streptococcus suis YS46
Streptococcus_suis_59534	1214199.3	Streptococcus suis YS35	1214199	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	131567;2;1239;91061;186826;1300;1301;1307;1214199	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis;Streptococcus suis YS35
Streptococcus_suis_59533	1214198.3	Streptococcus suis YS34	1214198	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	131567;2;1239;91061;186826;1300;1301;1307;1214198	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis;Streptococcus suis YS34
Streptococcus_suis_59532	1214196.3	Streptococcus suis YS3	1214196	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	131567;2;1239;91061;186826;1300;1301;1307;1214196	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis;Streptococcus suis YS3
Streptococcus_suis_59531	1214190.3	Streptococcus suis YS17-2	1214190	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	131567;2;1239;91061;186826;1300;1301;1307;1214190	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis;Streptococcus suis YS17
Streptococcus_suis_59530	1214181.3	Streptococcus suis 2524	1214181	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	131567;2;1239;91061;186826;1300;1301;1307;1214181	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis;Streptococcus suis 2524
Streptococcus_suis_59539	1214219.3	Streptococcus suis YS77	1214219	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	131567;2;1239;91061;186826;1300;1301;1307;1214219	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis;Streptococcus suis YS77
Streptococcus_suis_59538	1214216.3	Streptococcus suis YS7	1214216	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	131567;2;1239;91061;186826;1300;1301;1307;1214216	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis;Streptococcus suis YS7
Actinopolyspora_erythraea_61488	414996.3	Actinopolyspora erythraea YIM90600	414996	Bacteria	Actinobacteria	Actinobacteridae	Actinopolysporineae	Actinopolysporaceae	Actinopolyspora	Actinopolyspora erythraea	131567;2;201174;1760;85003;2037;622450;622451;1849;414996	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinopolysporineae;Actinopolysporaceae;Actinopolyspora;Actinopolyspora erythraea
Ferrovum_myxofaciens_61489	416213.3	Ferrovum myxofaciens	416213	Bacteria	Proteobacteria	Betaproteobacteria	Ferrovales	Ferrovaceae	Ferrovum	Ferrovum myxofaciens	131567;2;1224;28216;1442155;1442156;416212;416213	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Ferrovales;Ferrovaceae;Ferrovum;Ferrovum myxofaciens
Bacillus_endophyticus_54286	1590026.3	Bacillus sp. REN51N	1590026	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. REN51N	131567;2;1239;91061;1385;186817;1386;1590026	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. REN51N
Sporolactobacillus_terrae_54287	1444306.3	Sporolactobacillus terrae DSM 11697	1444306	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus terrae	131567;2;1239;91061;1385;186821;2077;269673;1444306	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus;Sporolactobacillus terrae;Sporolactobacillus terrae DSM 11697
Bifidobacterium_catenulatum_58257	566552.4	Bifidobacterium catenulatum DSM 16992 = JCM 1194	566552	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	131567;2;201174;1760;85003;85004;31953;1678;1686;566552	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium catenulatum;Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043
Dehalobacter_sp_58256	1131462.4	Dehalobacter sp. CF	1131462	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	Dehalobacter sp. CF	131567;2;1239;186801;186802;186807;56112;1131462	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Dehalobacter;Dehalobacter sp. CF
Pantoea_ananatis_58251	1378093.4	Pantoea ananatis LMG 2665	1378093	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea ananatis	131567;2;1224;1236;91347;543;53335;553;1378093	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea;Pantoea ananatis;Pantoea ananatis LMG 2665
Clostridium_sp_61482	411489.7	Clostridium sp. L2-50	411489	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. L2-50	131567;2;1239;186801;186802;31979;1485;411489	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. L2-50
Streptomyces_sp_58250	1157640.3	Streptomyces sp. FxanaC1	1157640	Bacteria	Actinobacteria	Actinobacteridae	Streptomycineae	Streptomycetaceae	Streptomyces	Streptomyces sp. FxanaC1	131567;2;201174;1760;85003;2037;85011;2062;1883;1157640	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces;Streptomyces sp. FxanaC1
Hoeflea_phototrophica_61483	411684.3	Hoeflea phototrophica DFL-43	411684	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Hoeflea	Hoeflea phototrophica	131567;2;1224;28211;356;69277;274591;244596;411684	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Hoeflea;Hoeflea phototrophica;Hoeflea phototrophica DFL-43
